"kommune","anlaegsbet","count","percentage_increase"
"Thisted","Landingsplads",1,37.5922076544907
"Thisted","Langhøj",106,93.6750874321291
"Thisted","Ler",1,38.9733413974793
"Thisted","Levnedsmidler",2,205.584930929764
"Thisted","Ligbrændingsplads",6,319.553787846479
"Thisted","Luftværnsanlæg",17,187.836091156241
"Thisted","Lystanlæg",5,132.001212276731
"Thisted","Marksystem",18,29.0025491749525
"Thisted","Metal",16,94.1531381161942
"Thisted","Milepæl/-sten",20,48.6165290576429
"Thisted","Militærdepot",4,16.684117126823
"Thisted","Militærvæsen, uspec undergruppe",4,26.4926057812035
"Thisted","Mindesmærke",34,113.609817409419
"Thisted","Mølledæmning",1,17.4344725067838
"Thisted","Møntfund",38,25.8573455517032
"Thisted","Ødekirke",2,21.7750301396178
"Thisted","Ødekirkegård",2,43.7698474526191
"Thisted","Øvelsesområde",4,1271.97970912792
"Thisted","Overvågningsanlæg",3,455.659981651002
"Thisted","Ovnanlæg (uspecificeret)",1,20.3512693958534
"Thisted","Pælerække (uspecificeret)",1,32.1876852923073
"Thisted","Pinsebod",2,4204.02217352069
"Thisted","Plankekiste",5,240.178717917462
"Thisted","Præstegård",1,89.2415800716636
"Thisted","Rettersted",9,109.592204326291
"Thisted","Rituelle pløjespor",1,367.259556249341
"Thisted","Rundhøj",4351,199.190519989577
"Thisted","Runesten",6,143.485623255307
"Thisted","Sagnsten",1,17.2889795347812
"Thisted","Skaldynge",15,55.3680832396862
"Thisted","Skåltegn",16,37.183161018272
"Thisted","Skanse",2,4.56789591660671
"Thisted","Skel (ejendom)",3,123.785957437636
"Thisted","Skelet",11,44.3384522058845
"Thisted","Skelsten (ejendom)",1,15.9908000784537
"Thisted","Skibsbro",3,133.618497357027
"Thisted","Skibssætning",24,1297.01306529961
"Thisted","Skole",1,481.94826611603
"Thisted","Skyttegrav",5,72.4843862832077
"Thisted","Social og samfund, uspec undergruppe",1,52.938643944934
"Thisted","Stammekiste",1,15.0800964728229
"Thisted","Stenbrud",2,203.677442849412
"Thisted","Stenbygget grav",145,206.29205103294
"Thisted","Stendyngegrav",2,95.1257413313189
"Thisted","Stenkiste",318,485.659251153383
"Thisted","Stenlægning/stensamling",7,58.9159803284269
"Thisted","Stenlægning/Stensamling",27,112.023063277984
"Thisted","Stenrække",3,64.6551222523912
"Thisted","Stensætning",17,75.0297242808928
"Thisted","Stolpehul m. uvis funktion",8,24.4665205013503
"Thisted","Tegl",13,135.482051534985
"Thisted","Tekstil",5,72.6723449490091
"Thisted","Tingsted",2,125.279704227887
"Thisted","Trædesten",3,463.244949514006
"Thisted","Transport, uspec undergruppe",1,84.2282407004827
"Thisted","Tro og tradition, uspec undergruppe",2,18.9364613368646
"Thisted","Tuegrav",1,16.0810533852047
"Thisted","Urnegrav (stenomsat)",27,565.392349616073
"Thisted","Urnegrav (uspecificeret type)",78,263.080888601388
"Thisted","Vadested",1,17.5586852851884
"Thisted","Vandbeholder/Vandtårn",2,851.559777100107
"Thisted","Vandmølle",1,13.1336066668433
"Thisted","Vej",17,50.675443144531
"Thisted","Vejdæmning",1,28.1324175073571
"Thisted","Vejkiste",2,19.7313143578777
"Thisted","Vindmølle",22,179.411700845847
"Thisted","Vogndel",1,14.6032060167253
"Thisted","Voldgrav",2,9.78649531267976
"Thisted","Votivfund",22,48.8488028547647
"Thisted","Vrag",4,27.3361938652537
"Thisted","Vragdel",1,14.0635015170395
"Thisted","Gravsten",0,0
"Thisted","Markrøse",0,0
"Thisted","Begivenhed",0,0
"Thisted","Husmandssted",0,0
"Thisted","Forsvarsvold",0,0
"Thisted","Værksted",0,0
"Thisted","Vejmærke",0,0
"Thisted","Navnetræ",0,0
"Thisted","Sømærke",0,0
"Thisted","Moselig",0,0
"Thisted","Indskrift",0,0
"Thisted","Fiskebod",0,0
"Thisted","Kors",0,0
"Thisted","Skelsten (offentlig administration)",0,0
"Thisted","Kirkeinventar",0,0
"Thisted","Varslingsstation",0,0
"Thisted","Jættestue med bikammer",0,0
"Thisted","Fiskedam",0,0
"Thisted","Jættestue",0,0
"Thisted","Kildeanlæg",0,0
"Thisted","Båd-/skibsgrav",0,0
"Thisted","Køretøj",0,0
"Thisted","Brændsel",0,0
"Thisted","Urnebrandgrube",0,0
"Thisted","Klosteranlæg",0,0
"Thisted","Herregårdsanlæg/Slot",0,0
"Thisted","Risvej",0,0
"Thisted","Kammergrav",0,0
"Thisted","Lejrplads",0,0
"Thisted","Kogestensrøse",0,0
"Thisted","Indsamling-/jagtplads",0,0
"Thisted","Læder/skind",0,0
"Thisted","Troldebakke",0,0
"Thisted","Fiskegård",0,0
"Thisted","Ben/Horn",0,0
"Thisted","Fangstgrube",0,0
"Thisted","Kælderanlæg",0,0
"Thisted","Primær fødeerhverv, uspec undergruppe",0,0
"Thisted","Plankevej",0,0
"Thisted","Rådhus",0,0
"Thisted","Markhegn",0,0
"Thisted","Udflyttergård",0,0
"Thisted","Sekundær subsistens/produktion, uspec undergruppe",0,0
"Thisted","Kampplads",0,0
"Thisted","Kirkelade",0,0
"Thisted","Vandværk",0,0
"Thisted","Skel (uspecificeret)",0,0
"Thisted","Benhob",0,0
"Thisted","Grøft (kirkegård)",0,0
"Thisted","Fattiggård",0,0
"Thisted","Bådhus",0,0
"Thisted","Kultanlæg med palisader",0,0
"Thisted","Vildtbaneafmærkning",0,0
"Thisted","Skel (offentlig administration)",0,0
"Thisted","Hovedbygning",0,0
"Thisted","Tørv",0,0
"Thisted","Musling- og østersskaller",0,0
"Thisted","Dambrug",0,0
"Thisted","Trækul",0,0
"Thisted","Kultanlæg med systemgrøfter",0,0
"Thisted","Fyr",0,0
"Thisted","Mølledam",0,0
"Thisted","Vandfyldt grav",0,0
"Thisted","Dyregrav",0,0
"Thisted","Fartøj",0,0
"Thisted","Kartoffelkule",0,0
"Thisted","Platform for hus eller gård",0,0
"Thisted","Modstandskampen",0,0
"Thisted","Have",0,0
"Thisted","Røse",0,0
"Thisted","Skelsten (uspecificeret)",0,0
"Thisted","Dræn",0,0
"Thisted","Staldbygning",0,0
"Thisted","Dige (skov)",0,0
"Thisted","Sagntræ",0,0
"Thisted","Trævarer",0,0
"Thisted","Kampanlæg",0,0
"Thisted","Park",0,0
"Thisted","Led",0,0
"Thisted","Fortøjningspæl",0,0
"Thisted","Pesttjørn",0,0
"Thisted","Møllekanal",0,0
"Thisted","Dansehøj",0,0
"Thisted","Sejlspærring",0,0
"Thisted","Skovbrug",0,0
"Thisted","Hospital",0,0
"Thisted","Vandledning",0,0
"Thisted","Kildeblok",0,0
"Thisted","Drivvej",0,0
"Thisted","Vandingsanlæg",0,0
"Thisted","Embedsbolig",0,0
"Thisted","Stejleplads",0,0
"Thisted","Fiskeplads",0,0
"Thisted","Sten- og grenkast",0,0
"Thisted","Båd-/skibsværft",0,0
"Thisted","Grus",0,0
"Thisted","Kirkestald",0,0
"Thisted","Kloak",0,0
"Thisted","Kystsikring",0,0
"Thisted","Sarkofag",0,0
"Thisted","Kro",0,0
"Thisted","Afløbsrende",0,0
"Thisted","Bom",0,0
"Thisted","Toldsted",0,0
"Thisted","Gravkapel",0,0
"Thisted","Sti",0,0
"Thisted","Latrin og toilet",0,0
"Thisted","Milepælhøj",0,0
"Thisted","Dige (amt/sogn)",0,0
"Thisted","Industrianlæg",0,0
"Thisted","Saltudvinding",0,0
"Thisted","Pakhus",0,0
"Thisted","Gadekær",0,0
"Thisted","Bedding",0,0
"Thisted","Muret grav",0,0
"Thisted","Mole",0,0
"Thisted","Hestemølle",0,0
"Thisted","Dige (kystsikring)",0,0
"Thisted","Perlefremstilling",0,0
"Thisted","Dige (ejerlav)",0,0
"Thisted","Varmeanlæg",0,0
"Thisted","Fængsel",0,0
"Thisted","Sprøjtehus",0,0
"Thisted","Dige (herregård)",0,0
"Thisted","Skulptur",0,0
"Thisted","Teater",0,0
"Thisted","Jernbaneanlæg",0,0
"Thisted","Majtræ",0,0
"Thisted","Færgested",0,0
"Thisted","Gårdsplads",0,0
"Thisted","Spang",0,0
"Thisted","Luftfartøj",0,0
"Thisted","Søfort",0,0
"Thisted","Tovværk",0,0
"Thisted","Gartneri",0,0
"Thisted","Flådebase/-havn",0,0
"Thisted","Fontæne",0,0
"Thisted","Rørledning",0,0
"Thisted","Kisteløs begravelse (jordfæste)",0,0
"Thisted","Stenhuggeri",0,0
"Thisted","Anlæg afventer klassifikation",0,0
"Thisted","Stademærke",0,0
"Thisted","Jagthytte",0,0
"Thisted","Krypt",0,0
"Thisted","Brunkulsleje",0,0
"Thisted","Gangareal",0,0
"Thisted","Vandpumpe",0,0
"Thisted","Missionshus",0,0
"Thisted","Naturgas",0,0
"Thisted","Replica",0,0
"Thisted","Kommandoanlæg",0,0
"Thisted","Bådplads i vandkant/Kås",0,0
"Thisted","Korntørreovn",0,0
"Thisted","Kilometersten",0,0
"Thisted","Sejlløb",0,0
"Thisted","Korntørreanlæg",0,0
"Thisted","Badehus",0,0
"Thisted","Arbejderbolig",0,0
"Thisted","Kag",0,0
"Thisted","Papir",0,0
"Thisted","Domhus",0,0
"Thisted","Administrationsbygning",0,0
"Thisted","Tankanlæg",0,0
"Thisted","El-anlæg",0,0
"Thisted","Nødanlæg",0,0
"Thisted","Sportsanlæg",0,0
"Morsø","Affaldsgrube",93,77.0734620634393
"Morsø","Afløbsrende",1,183.928710168038
"Morsø","Bageovn",6,773.294330927025
"Morsø","Baunehøj",7,179.720582518004
"Morsø","Befæstning",1,6.53849180271978
"Morsø","Begivenhed",2,267.196657042503
"Morsø","Begravelse, uspec undergruppe",73,429.250675909128
"Morsø","Begravelsesplads",3,75.1872376388666
"Morsø","Borg/Voldsted",15,146.904066994248
"Morsø","Bosættelse, uspec undergruppe",240,179.249826706827
"Morsø","Brandgrav (uspecificeret type)",114,131.713559747051
"Morsø","Brandgrav i stenkiste",9,243.166268797143
"Morsø","Brandplet",3,40.2137147344711
"Morsø","Bro",1,13.1709015428696
"Morsø","Brolægning",22,346.37573412256
"Morsø","Brønd",10,40.981507089715
"Morsø","Bygning",15,51.8695249023318
"Morsø","Depotfund",6,51.5624919044379
"Morsø","Dige (kirkegård)",2,230.653258551506
"Morsø","Dige (mark)",23,843.612728844903
"Morsø","Diverse anlæg og genstande, uspec undergruppe",3,8.36057268062859
"Morsø","Dødehus",1,141.901338843467
"Morsø","Dyreben",2,30.7597727312794
"Morsø","Dyrefold",3,172.711910294597
"Morsø","Dyrkningsspor",2,36.9617168661832
"Morsø","Dysse eller jættestue",10,14.0603614916186
"Morsø","Enkeltfund",283,45.0806051377404
"Morsø","Flyvestation",1,660.667620457189
"Morsø","Forrådshus",1,28.0648686278888
"Morsø","Gård",9,91.5283850790932
"Morsø","Genforeningssten",6,80.1094716214308
"Morsø","Gravgenstand",151,227.935683511385
"Morsø","Gravkapel",1,1611.7142322241
"Morsø","Gravrøse",1,6.69427836539654
"Morsø","Grøft (afvanding)",3,28.1549771257107
"Morsø","Grøft (skel)",1,22.2661286635013
"Morsø","Grube (uspecificeret funktion)",18,32.7609864177681
"Morsø","Grubehus",17,221.30903970451
"Morsø","Handel",1,122.072838582865
"Morsø","Hegn/gærde",8,41.7776487611393
"Morsø","Helligkilde",6,247.581890093207
"Morsø","Herregårdsanlæg/Slot",1,29.7682572183416
"Morsø","Hjulspor",1,66.3019976443021
"Morsø","Højsagn",10,210.614875353093
"Morsø","Hospital",2,249.048736229576
"Morsø","Hovedbygning",3,313.425645051211
"Morsø","Hulvej",10,54.3814784091633
"Morsø","Hus (evt. med stald)",102,74.114509856646
"Morsø","Husmandssted",2,2777.58786623358
"Morsø","Ildsted",13,125.792107955176
"Morsø","Jern",3,30.0858865760175
"Morsø","Jordfæstegrav",54,68.1334230579038
"Morsø","Kapel",3,172.901940783823
"Morsø","Kirke",20,97.6766247980474
"Morsø","Kirkegård",17,120.086803192523
"Morsø","Kirkestald",1,9900
"Morsø","Klosteranlæg",3,164.370957383961
"Morsø","Kogegrube",12,19.2426543558762
"Morsø","Krigergrav",1,20.5708712806721
"Morsø","Krypt",1,245.542624824999
"Morsø","Kulturlag",66,117.63841139935
"Morsø","Lade",3,394.549410834088
"Morsø","Læder/skind",2,628.118237866057
"Morsø","Landingsplads",1,102.582710340564
"Morsø","Langhøj",14,33.761568575384
"Morsø","Ler",1,106.351588295292
"Morsø","Marksystem",4,17.587333396897
"Morsø","Metal",7,112.405922802202
"Morsø","Milepæl/-sten",5,33.1665498600214
"Morsø","Mindesmærke",3,27.3548626125255
"Morsø","Mølledæmning",1,47.5756959937487
"Morsø","Møntfund",11,20.4253433710883
"Morsø","Ødekirke",3,89.1305039863474
"Morsø","Ovnanlæg (uspecificeret)",1,55.5351362358263
"Morsø","Rettersted",2,66.457421503208
"Morsø","Rundhøj",1415,176.771546048488
"Morsø","Sekundær subsistens/produktion, uspec undergruppe",1,169.770990946801
"Morsø","Skaldynge",19,191.380713521886
"Morsø","Skåltegn",3,19.0249672452478
"Morsø","Skelet",3,32.9978342227613
"Morsø","Skibsbro",1,121.540681484645
"Morsø","Skyttegrav",2,79.1190011573112
"Morsø","Stammekiste",2,82.3020122998575
"Morsø","Stenbygget grav",78,302.820611869325
"Morsø","Stendyngegrav",1,129.790945754105
"Morsø","Stenkiste",69,287.560993243331
"Morsø","Stenlægning/stensamling",3,68.9021322109716
"Morsø","Stenlægning/Stensamling",30,339.657550466824
"Morsø","Stenrække",2,117.621852894088
"Morsø","Stensætning",5,60.2186162651509
"Morsø","Stolpehul m. uvis funktion",5,41.7280957648756
"Morsø","Tegl",12,341.268337229623
"Morsø","Tekstil",2,79.3241639883651
"Morsø","Tingsted",2,341.866903068822
"Morsø","Tro og tradition, uspec undergruppe",1,25.8371834137654
"Morsø","Udflyttergård",1,5105.73041669696
"Morsø","Urnegrav (stenomsat)",1,57.142929590827
"Morsø","Urnegrav (uspecificeret type)",7,64.427173065525
"Morsø","Vadested",1,47.9146514385791
"Morsø","Værksted",1,403.122881324104
"Morsø","Vandbeholder/Vandtårn",2,2323.76110375896
"Morsø","Vandledning",1,24.5452317438989
"Morsø","Vandmølle",3,107.51810434874
"Morsø","Vej",15,122.015844814884
"Morsø","Vejdæmning",1,76.7685596669733
"Morsø","Vindmølle",14,311.553372397938
"Morsø","Voldgrav",7,93.4698563324452
"Morsø","Vrag",3,55.9468510641824
"Morsø","Vragdel",1,38.376892247354
"Morsø","Votivfund",0,0
"Morsø","Bautasten",0,0
"Morsø","Gravsten",0,0
"Morsø","Helleristning/billedsten",0,0
"Morsø","Markrøse",0,0
"Morsø","Runesten",0,0
"Morsø","Forsvarsvold",0,0
"Morsø","Brandgrav i trækiste",0,0
"Morsø","Vejmærke",0,0
"Morsø","Sagnsten",0,0
"Morsø","Skibssætning",0,0
"Morsø","Navnetræ",0,0
"Morsø","Sømærke",0,0
"Morsø","Moselig",0,0
"Morsø","Flinthuggeplads",0,0
"Morsø","Indskrift",0,0
"Morsø","Fiskebod",0,0
"Morsø","Kors",0,0
"Morsø","Lystanlæg",0,0
"Morsø","Skelsten (offentlig administration)",0,0
"Morsø","Ligbrændingsplads",0,0
"Morsø","Kirkeinventar",0,0
"Morsø","Varslingsstation",0,0
"Morsø","Kultanlæg",0,0
"Morsø","Kunstigt anlæg",0,0
"Morsø","Jættestue med bikammer",0,0
"Morsø","Fiskedam",0,0
"Morsø","Dysse",0,0
"Morsø","Jættestue",0,0
"Morsø","Klokkestabel/-tårn",0,0
"Morsø","Skanse",0,0
"Morsø","Plankekiste",0,0
"Morsø","Kildeanlæg",0,0
"Morsø","Pælerække (uspecificeret)",0,0
"Morsø","Båd-/skibsgrav",0,0
"Morsø","Køretøj",0,0
"Morsø","Vogndel",0,0
"Morsø","Brændsel",0,0
"Morsø","Urnebrandgrube",0,0
"Morsø","Skel (ejendom)",0,0
"Morsø","Risvej",0,0
"Morsø","Kogegrubekompleks",0,0
"Morsø","Ødekirkegård",0,0
"Morsø","Kammergrav",0,0
"Morsø","Militærvæsen, uspec undergruppe",0,0
"Morsø","Lejrplads",0,0
"Morsø","Overvågningsanlæg",0,0
"Morsø","Vejkiste",0,0
"Morsø","Transport, uspec undergruppe",0,0
"Morsø","Kogestensrøse",0,0
"Morsø","Kalk",0,0
"Morsø","Fyldskifte (uspecificeret)",0,0
"Morsø","Bygningssten",0,0
"Morsø","Indsamling-/jagtplads",0,0
"Morsø","Levnedsmidler",0,0
"Morsø","Troldebakke",0,0
"Morsø","Kanal",0,0
"Morsø","Dæmning (uspecificeret)",0,0
"Morsø","Trædesten",0,0
"Morsø","Forsamlingsplads",0,0
"Morsø","Fiskegård",0,0
"Morsø","Ben/Horn",0,0
"Morsø","Glas",0,0
"Morsø","Fangstgrube",0,0
"Morsø","Kælderanlæg",0,0
"Morsø","Primær fødeerhverv, uspec undergruppe",0,0
"Morsø","Plankevej",0,0
"Morsø","Rådhus",0,0
"Morsø","Markhegn",0,0
"Morsø","Keramik",0,0
"Morsø","Flintmine",0,0
"Morsø","Øvelsesområde",0,0
"Morsø","Luftværnsanlæg",0,0
"Morsø","Social og samfund, uspec undergruppe",0,0
"Morsø","Skole",0,0
"Morsø","Rituelle pløjespor",0,0
"Morsø","Fæstningsanlæg",0,0
"Morsø","Batteri",0,0
"Morsø","Kampplads",0,0
"Morsø","Dige (uspecificeret)",0,0
"Morsø","Skelsten (ejendom)",0,0
"Morsø","Kirkelade",0,0
"Morsø","Beskyttelsesanlæg",0,0
"Morsø","Vandværk",0,0
"Morsø","Skel (uspecificeret)",0,0
"Morsø","Benhob",0,0
"Morsø","Grøft (kirkegård)",0,0
"Morsø","Tuegrav",0,0
"Morsø","Fattiggård",0,0
"Morsø","Bådhus",0,0
"Morsø","Kultanlæg med palisader",0,0
"Morsø","Vildtbaneafmærkning",0,0
"Morsø","Skel (offentlig administration)",0,0
"Morsø","Tørv",0,0
"Morsø","Musling- og østersskaller",0,0
"Morsø","Dambrug",0,0
"Morsø","Trækul",0,0
"Morsø","Kultanlæg med systemgrøfter",0,0
"Morsø","Kommunikationsanlæg",0,0
"Morsø","Fyr",0,0
"Morsø","Jordfæste på træunderlag",0,0
"Morsø","Mølledam",0,0
"Morsø","Vandfyldt grav",0,0
"Morsø","Dyregrav",0,0
"Morsø","Stenbrud",0,0
"Morsø","Fartøj",0,0
"Morsø","Kartoffelkule",0,0
"Morsø","Platform for hus eller gård",0,0
"Morsø","Modstandskampen",0,0
"Morsø","Have",0,0
"Morsø","Røse",0,0
"Morsø","Skelsten (uspecificeret)",0,0
"Morsø","Dræn",0,0
"Morsø","Staldbygning",0,0
"Morsø","Dige (skov)",0,0
"Morsø","Sagntræ",0,0
"Morsø","Trævarer",0,0
"Morsø","Kampanlæg",0,0
"Morsø","Park",0,0
"Morsø","Led",0,0
"Morsø","Fortøjningspæl",0,0
"Morsø","Pesttjørn",0,0
"Morsø","Møllekanal",0,0
"Morsø","Dansehøj",0,0
"Morsø","Sejlspærring",0,0
"Morsø","Skovbrug",0,0
"Morsø","Havn",0,0
"Morsø","Kildeblok",0,0
"Morsø","Anker",0,0
"Morsø","Drivvej",0,0
"Morsø","Vandingsanlæg",0,0
"Morsø","Embedsbolig",0,0
"Morsø","Stejleplads",0,0
"Morsø","Fiskeplads",0,0
"Morsø","Sten- og grenkast",0,0
"Morsø","Båd-/skibsværft",0,0
"Morsø","Hulbælte",0,0
"Morsø","Grus",0,0
"Morsø","Præstegård",0,0
"Morsø","Kloak",0,0
"Morsø","Kystsikring",0,0
"Morsø","Sarkofag",0,0
"Morsø","Kro",0,0
"Morsø","Hørtørringsanlæg",0,0
"Morsø","Bolværk",0,0
"Morsø","Bom",0,0
"Morsø","Toldsted",0,0
"Morsø","Sti",0,0
"Morsø","Latrin og toilet",0,0
"Morsø","Milepælhøj",0,0
"Morsø","Dige (amt/sogn)",0,0
"Morsø","Industrianlæg",0,0
"Morsø","Kaserne",0,0
"Morsø","Saltudvinding",0,0
"Morsø","Pakhus",0,0
"Morsø","Gadekær",0,0
"Morsø","Bedding",0,0
"Morsø","Muret grav",0,0
"Morsø","Mole",0,0
"Morsø","Hestemølle",0,0
"Morsø","Dige (kystsikring)",0,0
"Morsø","Perlefremstilling",0,0
"Morsø","Dige (ejerlav)",0,0
"Morsø","Varmeanlæg",0,0
"Morsø","Fængsel",0,0
"Morsø","Sprøjtehus",0,0
"Morsø","Dige (herregård)",0,0
"Morsø","Skulptur",0,0
"Morsø","Teater",0,0
"Morsø","Jernbaneanlæg",0,0
"Morsø","Majtræ",0,0
"Morsø","Færgested",0,0
"Morsø","Gårdsplads",0,0
"Morsø","Spang",0,0
"Morsø","Luftfartøj",0,0
"Morsø","Søfort",0,0
"Morsø","Tovværk",0,0
"Morsø","Gartneri",0,0
"Morsø","Flådebase/-havn",0,0
"Morsø","Militærdepot",0,0
"Morsø","Fontæne",0,0
"Morsø","Rørledning",0,0
"Morsø","Kisteløs begravelse (jordfæste)",0,0
"Morsø","Stenhuggeri",0,0
"Morsø","Anlæg afventer klassifikation",0,0
"Morsø","Pinsebod",0,0
"Morsø","Stademærke",0,0
"Morsø","Jagthytte",0,0
"Morsø","Brunkulsleje",0,0
"Morsø","Gangareal",0,0
"Morsø","Vandpumpe",0,0
"Morsø","Missionshus",0,0
"Morsø","Naturgas",0,0
"Morsø","Replica",0,0
"Morsø","Kommandoanlæg",0,0
"Morsø","Bådplads i vandkant/Kås",0,0
"Morsø","Korntørreovn",0,0
"Morsø","Kilometersten",0,0
"Morsø","Sejlløb",0,0
"Morsø","Dige (udskiftning)",0,0
"Morsø","Korntørreanlæg",0,0
"Morsø","Badehus",0,0
"Morsø","Arbejderbolig",0,0
"Morsø","Kag",0,0
"Morsø","Papir",0,0
"Morsø","Domhus",0,0
"Morsø","Administrationsbygning",0,0
"Morsø","Tankanlæg",0,0
"Morsø","El-anlæg",0,0
"Morsø","Nødanlæg",0,0
"Morsø","Sportsanlæg",0,0
"Struer","Affaldsgrube",21,24.0809871304319
"Struer","Baunehøj",15,532.873482067069
"Struer","Befæstning",3,27.141379044031
"Struer","Begivenhed",1,184.856232061342
"Struer","Begravelse, uspec undergruppe",31,252.22195830066
"Struer","Borg/Voldsted",4,54.2045350409685
"Struer","Bosættelse, uspec undergruppe",43,44.4374398544051
"Struer","Brandgrav (uspecificeret type)",59,94.3215045196354
"Struer","Brandgrav i stenkiste",1,37.3846994376506
"Struer","Bro",3,54.6726128765564
"Struer","Brolægning",2,43.5700287000037
"Struer","Brønd",2,11.3409906675514
"Struer","Bygning",5,23.9234653067579
"Struer","Bygningssten",1,121.095711385608
"Struer","Depotfund",4,47.5637086913188
"Struer","Dige (kirkegård)",1,159.574198122245
"Struer","Dige (mark)",7,355.260072323287
"Struer","Dige (uspecificeret)",1,186.372330190807
"Struer","Diverse anlæg og genstande, uspec undergruppe",14,53.98534480213
"Struer","Dyreben",1,21.280714171746
"Struer","Dyrefold",4,318.635453228216
"Struer","Dyrkningsspor",2,51.1428831934371
"Struer","Dysse eller jættestue",2,3.89098497792594
"Struer","Enkeltfund",825,181.840376569595
"Struer","Forsvarsvold",3,201.460832382916
"Struer","Fyldskifte (uspecificeret)",2,63.4877170344388
"Struer","Gård",1,14.0716933443182
"Struer","Genforeningssten",2,36.9484040713057
"Struer","Gravgenstand",85,177.536383963335
"Struer","Grøft (afvanding)",3,38.957246268274
"Struer","Grøft (skel)",1,30.8090130534317
"Struer","Grube (uspecificeret funktion)",31,78.0691103531703
"Struer","Grubehus",4,72.0515446275954
"Struer","Have",1,330.883817458501
"Struer","Havn",1,110.774219452572
"Struer","Hegn/gærde",3,21.6774570269173
"Struer","Helleristning/billedsten",1,41.6470349702588
"Struer","Helligkilde",2,114.190688451055
"Struer","Hjulspor",3,275.220601896589
"Struer","Højsagn",7,203.995296148891
"Struer","Hulvej",22,165.541453015237
"Struer","Hus (evt. med stald)",26,26.1402350837245
"Struer","Ildsted",8,107.110760151342
"Struer","Jern",2,27.752660741724
"Struer","Jordfæstegrav",29,50.6287865658464
"Struer","Kalk",1,318.456916851679
"Struer","Kapel",2,159.493019826251
"Struer","Kirke",8,54.0609542663981
"Struer","Kirkegård",5,48.8707989005104
"Struer","Kogegrube",38,84.3141374480645
"Struer","Kogestensrøse",3,1336.02704574498
"Struer","Kultanlæg med systemgrøfter",2,1171.65512410057
"Struer","Kulturlag",7,17.2637972735664
"Struer","Kunstigt anlæg",1,74.0211256826964
"Struer","Langhøj",8,26.6942448175202
"Struer","Markrøse",1,40.0797891639884
"Struer","Marksystem",6,36.5026443789658
"Struer","Metal",1,22.2189855865363
"Struer","Milepæl/-sten",10,91.7832356955415
"Struer","Milepælhøj",1,255.459218860296
"Struer","Mindesmærke",3,37.8501504253684
"Struer","Møntfund",3,7.70781012538413
"Struer","Ødekirke",1,41.1091199294053
"Struer","Ovnanlæg (uspecificeret)",1,76.8423987425499
"Struer","Pælerække (uspecificeret)",1,121.534381945488
"Struer","Plankekiste",1,181.373539435809
"Struer","Rettersted",1,45.9776281169613
"Struer","Rundhøj",855,147.79342274624
"Struer","Skaldynge",3,41.8118029608662
"Struer","Skåltegn",3,26.3243095851123
"Struer","Skel (uspecificeret)",1,154.317675739648
"Struer","Skelsten (ejendom)",1,60.3781224620464
"Struer","Skelsten (offentlig administration)",3,236.721819840377
"Struer","Skyttegrav",1,54.737363110314
"Struer","Stammekiste",3,170.818453193423
"Struer","Stenbygget grav",13,69.8340539639427
"Struer","Stendyngegrav",2,359.176128224768
"Struer","Stenkiste",14,80.7313085447479
"Struer","Stenlægning/stensamling",6,190.675866719195
"Struer","Stenlægning/Stensamling",13,203.655640418793
"Struer","Stensætning",11,183.310154977698
"Struer","Stolpehul m. uvis funktion",2,23.0951947964311
"Struer","Tegl",1,39.3502795783311
"Struer","Tingsted",1,236.515786788942
"Struer","Tro og tradition, uspec undergruppe",2,71.5003612067908
"Struer","Tuegrav",1,60.7189012336451
"Struer","Urnegrav (stenomsat)",1,79.0670569761401
"Struer","Urnegrav (uspecificeret type)",5,63.6757563141565
"Struer","Vadested",1,66.2981492620948
"Struer","Vandmølle",1,49.5899209425733
"Struer","Vej",4,45.0213004387462
"Struer","Vejmærke",4,546.259073674126
"Struer","Vindmølle",3,92.3759138065316
"Struer","Voldgrav",1,18.4759427159432
"Struer","Votivfund",10,83.8379507540436
"Struer","Vragdel",3,159.303064138445
"Struer","NA's",1,NA
"Struer","Gravrøse",0,0
"Struer","Brandplet",0,0
"Struer","Bautasten",0,0
"Struer","Gravsten",0,0
"Struer","Runesten",0,0
"Struer","Husmandssted",0,0
"Struer","Værksted",0,0
"Struer","Brandgrav i trækiste",0,0
"Struer","Tekstil",0,0
"Struer","Sagnsten",0,0
"Struer","Vrag",0,0
"Struer","Skibssætning",0,0
"Struer","Navnetræ",0,0
"Struer","Sømærke",0,0
"Struer","Moselig",0,0
"Struer","Flinthuggeplads",0,0
"Struer","Indskrift",0,0
"Struer","Fiskebod",0,0
"Struer","Kors",0,0
"Struer","Lystanlæg",0,0
"Struer","Ligbrændingsplads",0,0
"Struer","Begravelsesplads",0,0
"Struer","Kirkeinventar",0,0
"Struer","Varslingsstation",0,0
"Struer","Kultanlæg",0,0
"Struer","Skelet",0,0
"Struer","Jættestue med bikammer",0,0
"Struer","Stenrække",0,0
"Struer","Fiskedam",0,0
"Struer","Dysse",0,0
"Struer","Jættestue",0,0
"Struer","Klokkestabel/-tårn",0,0
"Struer","Skanse",0,0
"Struer","Kildeanlæg",0,0
"Struer","Båd-/skibsgrav",0,0
"Struer","Køretøj",0,0
"Struer","Vogndel",0,0
"Struer","Brændsel",0,0
"Struer","Dødehus",0,0
"Struer","Urnebrandgrube",0,0
"Struer","Skel (ejendom)",0,0
"Struer","Klosteranlæg",0,0
