"kommune","anlaegsbet","count","percentage_increase"
"Bornholm","Affaldsgrube",75,21.8310248256435
"Bornholm","Båd-/skibsgrav",1,97.6893120672473
"Bornholm","Batteri",1,3.63871368790455
"Bornholm","Baunehøj",16,144.281517489565
"Bornholm","Bautasten",525,4587.68299781935
"Bornholm","Befæstning",2,4.59302194495789
"Bornholm","Begivenhed",1,46.9236693431776
"Bornholm","Begravelse, uspec undergruppe",21,43.3708929172124
"Bornholm","Begravelsesplads",6,52.8159463796269
"Bornholm","Borg/Voldsted",13,44.7174318393387
"Bornholm","Bosættelse, uspec undergruppe",286,75.0247362035133
"Bornholm","Brandgrav (uspecificeret type)",567,230.091002371507
"Bornholm","Brandgrav i stenkiste",33,313.159580428433
"Bornholm","Brandgrav i trækiste",1,36.0253207506022
"Bornholm","Brandplet",347,1633.7039311024
"Bornholm","Bro",13,60.1381129933903
"Bornholm","Brolægning",3,16.5896404778496
"Bornholm","Brønd",4,5.75756511072513
"Bornholm","Bygning",8,9.71632290092142
"Bornholm","Dæmning (uspecificeret)",3,41.0281842697384
"Bornholm","Depotfund",70,211.286441378703
"Bornholm","Dige (kirkegård)",1,40.5061102073433
"Bornholm","Dige (mark)",2,25.7653605857327
"Bornholm","Dige (uspecificeret)",4,189.234055007438
"Bornholm","Diverse anlæg og genstande, uspec undergruppe",11,10.7670913641038
"Bornholm","Dyreben",7,37.8130847325301
"Bornholm","Dyrkningsspor",7,45.4371540365616
"Bornholm","Dysse",1,2.54101879355873
"Bornholm","Dysse eller jættestue",17,8.3953024961284
"Bornholm","Embedsbolig",1,249.708537289444
"Bornholm","Enkeltfund",1424,79.6717271588147
"Bornholm","Fattiggård",1,886.829512609897
"Bornholm","Fiskebod",16,4265.89179998577
"Bornholm","Flinthuggeplads",1,54.7689876391357
"Bornholm","Forsamlingsplads",3,711.978959249371
"Bornholm","Forsvarsvold",12,204.554239344234
"Bornholm","Gård",12,42.8632875326553
"Bornholm","Genforeningssten",2,9.37893559804216
"Bornholm","Gravgenstand",178,94.3726859743174
"Bornholm","Gravrøse",1454,3418.68522616669
"Bornholm","Gravsten",8,417.294656661701
"Bornholm","Grøft (afvanding)",8,26.3702867470417
"Bornholm","Grøft (skel)",1,7.82052044006364
"Bornholm","Grube (uspecificeret funktion)",40,25.5702749018742
"Bornholm","Handel",7,300.12904381315
"Bornholm","Havn",6,168.712716494715
"Bornholm","Hegn/gærde",4,7.3367705947432
"Bornholm","Helleristning/billedsten",132,1395.45516679902
"Bornholm","Helligkilde",3,43.4790273002727
"Bornholm","Højsagn",30,221.922449462032
"Bornholm","Hospital",1,43.7366270915357
"Bornholm","Hulvej",81,154.713057940365
"Bornholm","Hus (evt. med stald)",96,24.499952551193
"Bornholm","Husmandssted",1,487.785348998714
"Bornholm","Ildsted",9,30.5874655452051
"Bornholm","Indskrift",7,669.363894498629
"Bornholm","Jern",16,56.3575990494453
"Bornholm","Jernbaneanlæg",3,101.700688253651
"Bornholm","Jordfæstegrav",215,95.2787059244479
"Bornholm","Kalk",1,80.8366961706613
"Bornholm","Kammergrav",2,155.429173579291
"Bornholm","Kapel",5,101.213760031477
"Bornholm","Keramik",1,22.7739080752506
"Bornholm","Kildeanlæg",4,44.6910306580214
"Bornholm","Kirke",8,13.7227634366762
"Bornholm","Kirkegård",9,22.3295418749546
"Bornholm","Kirkeinventar",1,117.826766453707
"Bornholm","Klokkestabel/-tårn",1,169.776219574384
"Bornholm","Kogegrube",61,34.356151493274
"Bornholm","Kors",1,171.660043601389
"Bornholm","Kultanlæg",4,46.2507499262341
"Bornholm","Kultanlæg med palisader",3,281.607601514669
"Bornholm","Kultanlæg med systemgrøfter",2,297.411437063647
"Bornholm","Kulturlag",61,38.1879189157609
"Bornholm","Kunstigt anlæg",3,56.3682834040248
"Bornholm","Langhøj",12,10.1640494065206
"Bornholm","Led",4,532.820668581388
"Bornholm","Levnedsmidler",1,98.5209434918433
"Bornholm","Ligbrændingsplads",2,102.091596346243
"Bornholm","Lystanlæg",6,151.819111450501
"Bornholm","Markhegn",4,1439.68854306297
"Bornholm","Markrøse",531,5402.28906484785
"Bornholm","Marksystem",141,217.745936414589
"Bornholm","Metal",5,28.2001943125587
"Bornholm","Mindesmærke",16,51.2417799380484
"Bornholm","Mølledæmning",60,1002.59917274059
"Bornholm","Mølledam",8,283.543044816583
"Bornholm","Møntfund",626,408.26481704397
"Bornholm","Moselig",1,30.425768674733
"Bornholm","Navnetræ",1,1271.39392332036
"Bornholm","Ødekirke",2,20.8701727720636
"Bornholm","Ødekirkegård",2,41.9509995019948
"Bornholm","Rettersted",9,105.038120457046
"Bornholm","Røse",28,683.357162337521
"Bornholm","Rundhøj",890,39.0514233981147
"Bornholm","Runesten",47,1077.26431939785
"Bornholm","Sagnsten",30,497.116175219984
"Bornholm","Skåltegn",255,567.980969401103
"Bornholm","Skanse",94,205.769658619852
"Bornholm","Skelet",3,11.5898116334857
"Bornholm","Skelsten (ejendom)",9,137.936747933265
"Bornholm","Skelsten (offentlig administration)",2,40.0594425070798
"Bornholm","Skibssætning",28,1450.30191392051
"Bornholm","Skyttegrav",1,13.894462191859
"Bornholm","Sømærke",1,93.0925698632765
"Bornholm","Stammekiste",2,28.9068916818248
"Bornholm","Stenbrud",1,97.6068321096235
"Bornholm","Stenbygget grav",58,79.0878491364768
"Bornholm","Stenkiste",176,257.622916954503
"Bornholm","Stenlægning/stensamling",26,209.737311142643
"Bornholm","Stenlægning/Stensamling",33,131.227513404347
"Bornholm","Stenrække",1,20.6561301845035
"Bornholm","Stensætning",75,317.25828487594
"Bornholm","Stolpehul m. uvis funktion",2,5.86245468686387
"Bornholm","Tegl",1,9.98862460250991
"Bornholm","Tekstil",2,27.8609836149407
"Bornholm","Tingsted",1,60.0368645945516
"Bornholm","Tro og tradition, uspec undergruppe",19,172.420821645239
"Bornholm","Troldebakke",1,341.066321264154
"Bornholm","Tuegrav",1,15.4128081731276
"Bornholm","Urnegrav (uspecificeret type)",8,25.8613959715092
"Bornholm","Værksted",1,141.588633610131
"Bornholm","Vandmølle",16,201.40547296595
"Bornholm","Varslingsstation",1,412.668976054573
"Bornholm","Vej",3,8.57111195940052
"Bornholm","Vejdæmning",2,53.9267601569139
"Bornholm","Vejkiste",18,170.20244900953
"Bornholm","Vejmærke",14,485.315964305779
"Bornholm","Vildtbaneafmærkning",2,32.0060858995996
"Bornholm","Vindmølle",4,31.2647783011046
"Bornholm","Voldgrav",11,51.5890061618584
"Bornholm","Votivfund",25,53.2032952814772
"Bornholm","Vrag",2,13.1001216815878
"Bornholm","Vragdel",3,40.4372859039283
"Bornholm","Jættestue med bikammer",0,0
"Bornholm","Skaldynge",0,0
"Bornholm","Fiskedam",0,0
"Bornholm","Jættestue",0,0
"Bornholm","Vadested",0,0
"Bornholm","Plankekiste",0,0
"Bornholm","Pælerække (uspecificeret)",0,0
"Bornholm","Køretøj",0,0
"Bornholm","Vogndel",0,0
"Bornholm","Brændsel",0,0
"Bornholm","Urnegrav (stenomsat)",0,0
"Bornholm","Dødehus",0,0
"Bornholm","Urnebrandgrube",0,0
"Bornholm","Skel (ejendom)",0,0
"Bornholm","Klosteranlæg",0,0
"Bornholm","Herregårdsanlæg/Slot",0,0
"Bornholm","Risvej",0,0
"Bornholm","Kogegrubekompleks",0,0
"Bornholm","Militærvæsen, uspec undergruppe",0,0
"Bornholm","Lejrplads",0,0
"Bornholm","Overvågningsanlæg",0,0
"Bornholm","Grubehus",0,0
"Bornholm","Transport, uspec undergruppe",0,0
"Bornholm","Kogestensrøse",0,0
"Bornholm","Fyldskifte (uspecificeret)",0,0
"Bornholm","Bygningssten",0,0
"Bornholm","Indsamling-/jagtplads",0,0
"Bornholm","Stendyngegrav",0,0
"Bornholm","Læder/skind",0,0
"Bornholm","Kanal",0,0
"Bornholm","Trædesten",0,0
"Bornholm","Vandbeholder/Vandtårn",0,0
"Bornholm","Fiskegård",0,0
"Bornholm","Ben/Horn",0,0
"Bornholm","Glas",0,0
"Bornholm","Fangstgrube",0,0
"Bornholm","Kælderanlæg",0,0
"Bornholm","Primær fødeerhverv, uspec undergruppe",0,0
"Bornholm","Plankevej",0,0
"Bornholm","Rådhus",0,0
"Bornholm","Ler",0,0
"Bornholm","Lade",0,0
"Bornholm","Dyrefold",0,0
"Bornholm","Flintmine",0,0
"Bornholm","Øvelsesområde",0,0
"Bornholm","Luftværnsanlæg",0,0
"Bornholm","Social og samfund, uspec undergruppe",0,0
"Bornholm","Skole",0,0
"Bornholm","Rituelle pløjespor",0,0
"Bornholm","Fæstningsanlæg",0,0
"Bornholm","Landingsplads",0,0
"Bornholm","Udflyttergård",0,0
"Bornholm","Sekundær subsistens/produktion, uspec undergruppe",0,0
"Bornholm","Skibsbro",0,0
"Bornholm","Kampplads",0,0
"Bornholm","Ovnanlæg (uspecificeret)",0,0
"Bornholm","Kirkelade",0,0
"Bornholm","Beskyttelsesanlæg",0,0
"Bornholm","Vandværk",0,0
"Bornholm","Skel (uspecificeret)",0,0
"Bornholm","Benhob",0,0
"Bornholm","Grøft (kirkegård)",0,0
"Bornholm","Hjulspor",0,0
"Bornholm","Bådhus",0,0
"Bornholm","Skel (offentlig administration)",0,0
"Bornholm","Bageovn",0,0
"Bornholm","Hovedbygning",0,0
"Bornholm","Tørv",0,0
"Bornholm","Musling- og østersskaller",0,0
"Bornholm","Dambrug",0,0
"Bornholm","Trækul",0,0
"Bornholm","Kommunikationsanlæg",0,0
"Bornholm","Fyr",0,0
"Bornholm","Jordfæste på træunderlag",0,0
"Bornholm","Vandfyldt grav",0,0
"Bornholm","Dyregrav",0,0
"Bornholm","Krigergrav",0,0
"Bornholm","Fartøj",0,0
"Bornholm","Kartoffelkule",0,0
"Bornholm","Platform for hus eller gård",0,0
"Bornholm","Modstandskampen",0,0
"Bornholm","Have",0,0
"Bornholm","Skelsten (uspecificeret)",0,0
"Bornholm","Dræn",0,0
"Bornholm","Staldbygning",0,0
"Bornholm","Dige (skov)",0,0
"Bornholm","Forrådshus",0,0
"Bornholm","Sagntræ",0,0
"Bornholm","Trævarer",0,0
"Bornholm","Kampanlæg",0,0
"Bornholm","Park",0,0
"Bornholm","Fortøjningspæl",0,0
"Bornholm","Pesttjørn",0,0
"Bornholm","Møllekanal",0,0
"Bornholm","Dansehøj",0,0
"Bornholm","Sejlspærring",0,0
"Bornholm","Skovbrug",0,0
"Bornholm","Vandledning",0,0
"Bornholm","Kildeblok",0,0
"Bornholm","Milepæl/-sten",0,0
"Bornholm","Anker",0,0
"Bornholm","Drivvej",0,0
"Bornholm","Vandingsanlæg",0,0
"Bornholm","Stejleplads",0,0
"Bornholm","Fiskeplads",0,0
"Bornholm","Sten- og grenkast",0,0
"Bornholm","Båd-/skibsværft",0,0
"Bornholm","Hulbælte",0,0
"Bornholm","Grus",0,0
"Bornholm","Kirkestald",0,0
"Bornholm","Præstegård",0,0
"Bornholm","Kloak",0,0
"Bornholm","Kystsikring",0,0
"Bornholm","Sarkofag",0,0
"Bornholm","Kro",0,0
"Bornholm","Hørtørringsanlæg",0,0
"Bornholm","Afløbsrende",0,0
"Bornholm","Bolværk",0,0
"Bornholm","Bom",0,0
"Bornholm","Toldsted",0,0
"Bornholm","Gravkapel",0,0
"Bornholm","Sti",0,0
"Bornholm","Latrin og toilet",0,0
"Bornholm","Milepælhøj",0,0
"Bornholm","Dige (amt/sogn)",0,0
"Bornholm","Industrianlæg",0,0
"Bornholm","Kaserne",0,0
"Bornholm","Saltudvinding",0,0
"Bornholm","Pakhus",0,0
"Bornholm","Gadekær",0,0
"Bornholm","Bedding",0,0
"Bornholm","Muret grav",0,0
"Bornholm","Mole",0,0
"Bornholm","Hestemølle",0,0
"Bornholm","Dige (kystsikring)",0,0
"Bornholm","Perlefremstilling",0,0
"Bornholm","Dige (ejerlav)",0,0
"Bornholm","Varmeanlæg",0,0
"Bornholm","Fængsel",0,0
"Bornholm","Sprøjtehus",0,0
"Bornholm","Dige (herregård)",0,0
"Bornholm","Skulptur",0,0
"Bornholm","Teater",0,0
"Bornholm","Majtræ",0,0
"Bornholm","Færgested",0,0
"Bornholm","Gårdsplads",0,0
"Bornholm","Spang",0,0
"Bornholm","Luftfartøj",0,0
"Bornholm","Søfort",0,0
"Bornholm","Tovværk",0,0
"Bornholm","Gartneri",0,0
"Bornholm","Flådebase/-havn",0,0
"Bornholm","Militærdepot",0,0
"Bornholm","Fontæne",0,0
"Bornholm","Rørledning",0,0
"Bornholm","Kisteløs begravelse (jordfæste)",0,0
"Bornholm","Stenhuggeri",0,0
"Bornholm","Anlæg afventer klassifikation",0,0
"Bornholm","Pinsebod",0,0
"Bornholm","Stademærke",0,0
"Bornholm","Jagthytte",0,0
"Bornholm","Krypt",0,0
"Bornholm","Brunkulsleje",0,0
"Bornholm","Gangareal",0,0
"Bornholm","Vandpumpe",0,0
"Bornholm","Missionshus",0,0
"Bornholm","Naturgas",0,0
"Bornholm","Replica",0,0
"Bornholm","Kommandoanlæg",0,0
"Bornholm","Bådplads i vandkant/Kås",0,0
"Bornholm","Korntørreovn",0,0
"Bornholm","Kilometersten",0,0
"Bornholm","Sejlløb",0,0
"Bornholm","Dige (udskiftning)",0,0
"Bornholm","Korntørreanlæg",0,0
"Bornholm","Badehus",0,0
"Bornholm","Arbejderbolig",0,0
"Bornholm","Flyvestation",0,0
"Bornholm","Kag",0,0
"Bornholm","Papir",0,0
"Bornholm","Domhus",0,0
"Bornholm","Administrationsbygning",0,0
"Bornholm","Tankanlæg",0,0
"Bornholm","El-anlæg",0,0
"Bornholm","Nødanlæg",0,0
"Bornholm","Sportsanlæg",0,0
"Guldborgsund","Affaldsgrube",173,82.0888822377284
"Guldborgsund","Båd-/skibsgrav",1,159.247429245978
"Guldborgsund","Båd-/skibsværft",2,632.348747699909
"Guldborgsund","Baunehøj",6,88.1997487559287
"Guldborgsund","Bautasten",126,1794.85769684684
"Guldborgsund","Begivenhed",1,76.4922339564175
"Guldborgsund","Begravelse, uspec undergruppe",6,20.2002013321997
"Guldborgsund","Begravelsesplads",3,43.0487404720344
"Guldborgsund","Ben/Horn",2,364.349028818999
"Guldborgsund","Bolværk",2,49.8491914314269
"Guldborgsund","Borg/Voldsted",19,106.539948183973
"Guldborgsund","Bosættelse, uspec undergruppe",164,70.130618791876
"Guldborgsund","Brandgrav (uspecificeret type)",70,46.306290938921
"Guldborgsund","Brandgrav i stenkiste",4,61.8781232071458
"Guldborgsund","Brandgrav i trækiste",3,176.179141685817
"Guldborgsund","Brandplet",4,30.6993548973581
"Guldborgsund","Bro",12,90.4926006232658
"Guldborgsund","Brolægning",12,108.17386435863
"Guldborgsund","Brønd",42,98.5492982145848
"Guldborgsund","Bygning",29,57.416316736219
"Guldborgsund","Bygningssten",6,300.651421371164
"Guldborgsund","Dæmning (uspecificeret)",1,22.293919137877
"Guldborgsund","Dambrug",1,147.368807380347
"Guldborgsund","Depotfund",33,162.372660704847
"Guldborgsund","Dige (amt/sogn)",2,151.533653246772
"Guldborgsund","Dige (ejerlav)",1,392.450228887257
"Guldborgsund","Dige (kirkegård)",4,264.122810685096
"Guldborgsund","Dige (mark)",2,42.0011908165462
"Guldborgsund","Diverse anlæg og genstande, uspec undergruppe",53,84.5681756013662
"Guldborgsund","Dyreben",12,105.66975312867
"Guldborgsund","Dyrefold",2,65.9245765299757
"Guldborgsund","Dysse",46,190.542161582877
"Guldborgsund","Dysse eller jættestue",279,224.60375355338
"Guldborgsund","Enkeltfund",768,70.0455970936421
"Guldborgsund","Færgested",1,244.901653263079
"Guldborgsund","Fartøj",1,1063.58105824766
"Guldborgsund","Fiskedam",1,544.094964869802
"Guldborgsund","Flinthuggeplads",4,357.124860411882
"Guldborgsund","Flintmine",1,999.38733051904
"Guldborgsund","Flyvestation",1,378.267772889107
"Guldborgsund","Forsamlingsplads",7,2708.12884838239
"Guldborgsund","Forsvarsvold",9,250.089309164999
"Guldborgsund","Fyldskifte (uspecificeret)",2,26.2707794625264
"Guldborgsund","Gård",7,40.7593876180251
"Guldborgsund","Genforeningssten",6,45.8669843643795
"Guldborgsund","Gravgenstand",73,63.0920374652662
"Guldborgsund","Gravrøse",2,7.66566936223074
"Guldborgsund","Gravsten",1,85.0311818985301
"Guldborgsund","Grøft (afvanding)",6,32.2404796702957
"Guldborgsund","Grube (uspecificeret funktion)",35,36.472776805708
"Guldborgsund","Havn",5,229.188040246701
"Guldborgsund","Hegn/gærde",15,44.8499110901738
"Guldborgsund","Helleristning/billedsten",5,86.1662792488113
"Guldborgsund","Helligkilde",2,47.2513193590571
"Guldborgsund","Herregårdsanlæg/Slot",7,119.307506656462
"Guldborgsund","Hjulspor",1,37.961462330564
"Guldborgsund","Højsagn",3,36.1765057209856
"Guldborgsund","Hospital",1,71.2969032213324
"Guldborgsund","Hovedbygning",1,59.817683935032
"Guldborgsund","Hulvej",2,6.22726469022836
"Guldborgsund","Hus (evt. med stald)",84,34.9460967697537
"Guldborgsund","Ildsted",15,83.1031759794897
"Guldborgsund","Indskrift",1,155.87972167402
"Guldborgsund","Jættestue",2,279.887594296513
"Guldborgsund","Jættestue med bikammer",1,363.908379850528
"Guldborgsund","Jern",4,22.9677192345302
"Guldborgsund","Jernbaneanlæg",2,110.524360780238
"Guldborgsund","Jordfæstegrav",44,31.7859682601271
"Guldborgsund","Kælderanlæg",2,48.5157395011968
"Guldborgsund","Kanal",1,33.1869656836401
"Guldborgsund","Kapel",2,65.9971116522418
"Guldborgsund","Keramik",2,74.2493981812738
"Guldborgsund","Kildeanlæg",3,54.639537263892
"Guldborgsund","Kirke",21,58.721381358329
"Guldborgsund","Kirkegård",16,64.7116785441241
"Guldborgsund","Kisteløs begravelse (jordfæste)",1,157.41739640995
"Guldborgsund","Klosteranlæg",2,62.7408135367217
"Guldborgsund","Kogegrube",134,123.028251376123
"Guldborgsund","Krigergrav",2,23.5558620546397
"Guldborgsund","Kultanlæg",3,56.546459924254
"Guldborgsund","Kultanlæg med palisader",1,153.020105776656
"Guldborgsund","Kulturlag",124,126.544484448605
"Guldborgsund","Kunstigt anlæg",17,520.700332388623
"Guldborgsund","Lade",1,75.3002580569637
"Guldborgsund","Læder/skind",1,179.815749698921
"Guldborgsund","Landingsplads",1,58.7341231444047
"Guldborgsund","Langhøj",190,262.339992172181
"Guldborgsund","Led",2,434.286617057454
"Guldborgsund","Ligbrændingsplads",2,166.423776784974
"Guldborgsund","Lystanlæg",1,41.247779477756
"Guldborgsund","Marksystem",20,50.3484750054701
"Guldborgsund","Metal",8,73.552504010603
"Guldborgsund","Milepæl/-sten",5,18.9896349714913
"Guldborgsund","Mindesmærke",6,31.3242624209945
"Guldborgsund","Mølledæmning",2,54.4792933994581
"Guldborgsund","Møntfund",164,174.35598076731
"Guldborgsund","Moselig",1,49.5983167631347
"Guldborgsund","Ødekirke",1,17.010670315616
"Guldborgsund","Ødekirkegård",1,34.1930385403534
"Guldborgsund","Pælerække (uspecificeret)",1,50.2900890808918
"Guldborgsund","Rettersted",2,38.0504508554163
"Guldborgsund","Risvej",2,453.500455878588
"Guldborgsund","Rundhøj",2203,157.574790228659
"Guldborgsund","Sagnsten",7,189.086297793138
"Guldborgsund","Sekundær subsistens/produktion, uspec undergruppe",2,194.406060349023
"Guldborgsund","Skaldynge",2,11.5342904719631
"Guldborgsund","Skåltegn",92,334.046411286943
"Guldborgsund","Skanse",17,60.6635447381179
"Guldborgsund","Skelet",29,182.632683151696
"Guldborgsund","Skelsten (ejendom)",13,324.792658761353
"Guldborgsund","Skelsten (offentlig administration)",1,32.6512854952244
"Guldborgsund","Skibsbro",1,69.5885820298047
"Guldborgsund","Skibssætning",2,168.871267589479
"Guldborgsund","Sømærke",1,151.754087718658
"Guldborgsund","Stammekiste",1,23.5611659577135
"Guldborgsund","Stejleplads",1,374.315782836062
"Guldborgsund","Sten- og grenkast",1,233.530120649885
"Guldborgsund","Stenbygget grav",68,151.152753407367
"Guldborgsund","Stenkiste",16,38.1783528093389
"Guldborgsund","Stenlægning/stensamling",1,13.1500597737376
"Guldborgsund","Stenlægning/Stensamling",12,77.7888918310508
"Guldborgsund","Stenrække",19,639.775996456738
"Guldborgsund","Stensætning",107,737.837739784843
"Guldborgsund","Stolpehul m. uvis funktion",19,90.7880071307983
"Guldborgsund","Tegl",4,65.1314972330998
"Guldborgsund","Tekstil",1,22.708676737786
"Guldborgsund","Tro og tradition, uspec undergruppe",9,133.138603626438
"Guldborgsund","Urnegrav (uspecificeret type)",2,10.5394355278604
"Guldborgsund","Vadested",4,109.734867744157
"Guldborgsund","Vandfyldt grav",2,206.519638393118
"Guldborgsund","Vandledning",1,14.0534663109213
"Guldborgsund","Vandmølle",1,20.5199672865821
"Guldborgsund","Vej",6,27.944255444739
"Guldborgsund","Vejkiste",9,138.727061756148
"Guldborgsund","Vindmølle",8,101.932042821
"Guldborgsund","Voldgrav",13,99.3878297823153
"Guldborgsund","Votivfund",32,111.01301065363
"Guldborgsund","Vrag",13,138.807862057426
"Guldborgsund","Vragdel",8,175.782691463112
"Guldborgsund","Markrøse",0,0
"Guldborgsund","Runesten",0,0
"Guldborgsund","Dyrkningsspor",0,0
"Guldborgsund","Husmandssted",0,0
"Guldborgsund","Værksted",0,0
"Guldborgsund","Vejmærke",0,0
"Guldborgsund","Navnetræ",0,0
"Guldborgsund","Fiskebod",0,0
"Guldborgsund","Skyttegrav",0,0
"Guldborgsund","Kors",0,0
"Guldborgsund","Kirkeinventar",0,0
"Guldborgsund","Tingsted",0,0
"Guldborgsund","Varslingsstation",0,0
"Guldborgsund","Klokkestabel/-tårn",0,0
"Guldborgsund","Plankekiste",0,0
"Guldborgsund","Køretøj",0,0
"Guldborgsund","Vogndel",0,0
"Guldborgsund","Brændsel",0,0
"Guldborgsund","Urnegrav (stenomsat)",0,0
"Guldborgsund","Dødehus",0,0
"Guldborgsund","Befæstning",0,0
"Guldborgsund","Urnebrandgrube",0,0
"Guldborgsund","Skel (ejendom)",0,0
"Guldborgsund","Grøft (skel)",0,0
"Guldborgsund","Kogegrubekompleks",0,0
"Guldborgsund","Kammergrav",0,0
"Guldborgsund","Militærvæsen, uspec undergruppe",0,0
"Guldborgsund","Lejrplads",0,0
"Guldborgsund","Overvågningsanlæg",0,0
"Guldborgsund","Grubehus",0,0
"Guldborgsund","Transport, uspec undergruppe",0,0
"Guldborgsund","Kogestensrøse",0,0
"Guldborgsund","Kalk",0,0
"Guldborgsund","Indsamling-/jagtplads",0,0
"Guldborgsund","Stendyngegrav",0,0
"Guldborgsund","Levnedsmidler",0,0
"Guldborgsund","Troldebakke",0,0
"Guldborgsund","Trædesten",0,0
"Guldborgsund","Vandbeholder/Vandtårn",0,0
"Guldborgsund","Fiskegård",0,0
"Guldborgsund","Handel",0,0
"Guldborgsund","Glas",0,0
"Guldborgsund","Fangstgrube",0,0
"Guldborgsund","Primær fødeerhverv, uspec undergruppe",0,0
"Guldborgsund","Plankevej",0,0
"Guldborgsund","Rådhus",0,0
"Guldborgsund","Markhegn",0,0
"Guldborgsund","Ler",0,0
"Guldborgsund","Øvelsesområde",0,0
"Guldborgsund","Luftværnsanlæg",0,0
"Guldborgsund","Social og samfund, uspec undergruppe",0,0
"Guldborgsund","Skole",0,0
"Guldborgsund","Rituelle pløjespor",0,0
"Guldborgsund","Fæstningsanlæg",0,0
"Guldborgsund","Vejdæmning",0,0
"Guldborgsund","Batteri",0,0
"Guldborgsund","Udflyttergård",0,0
"Guldborgsund","Kampplads",0,0
"Guldborgsund","Dige (uspecificeret)",0,0
"Guldborgsund","Ovnanlæg (uspecificeret)",0,0
"Guldborgsund","Kirkelade",0,0
"Guldborgsund","Beskyttelsesanlæg",0,0
"Guldborgsund","Vandværk",0,0
"Guldborgsund","Skel (uspecificeret)",0,0
"Guldborgsund","Benhob",0,0
"Guldborgsund","Grøft (kirkegård)",0,0
"Guldborgsund","Tuegrav",0,0
"Guldborgsund","Fattiggård",0,0
"Guldborgsund","Bådhus",0,0
"Guldborgsund","Vildtbaneafmærkning",0,0
"Guldborgsund","Skel (offentlig administration)",0,0
"Guldborgsund","Bageovn",0,0
"Guldborgsund","Tørv",0,0
"Guldborgsund","Musling- og østersskaller",0,0
"Guldborgsund","Trækul",0,0
"Guldborgsund","Kultanlæg med systemgrøfter",0,0
"Guldborgsund","Kommunikationsanlæg",0,0
"Guldborgsund","Fyr",0,0
"Guldborgsund","Jordfæste på træunderlag",0,0
"Guldborgsund","Mølledam",0,0
"Guldborgsund","Dyregrav",0,0
"Guldborgsund","Stenbrud",0,0
"Guldborgsund","Kartoffelkule",0,0
"Guldborgsund","Platform for hus eller gård",0,0
"Guldborgsund","Modstandskampen",0,0
"Guldborgsund","Have",0,0
"Guldborgsund","Røse",0,0
"Guldborgsund","Skelsten (uspecificeret)",0,0
"Guldborgsund","Dræn",0,0
"Guldborgsund","Staldbygning",0,0
"Guldborgsund","Dige (skov)",0,0
"Guldborgsund","Forrådshus",0,0
"Guldborgsund","Sagntræ",0,0
"Guldborgsund","Trævarer",0,0
"Guldborgsund","Kampanlæg",0,0
"Guldborgsund","Park",0,0
"Guldborgsund","Fortøjningspæl",0,0
"Guldborgsund","Pesttjørn",0,0
"Guldborgsund","Møllekanal",0,0
"Guldborgsund","Dansehøj",0,0
"Guldborgsund","Sejlspærring",0,0
"Guldborgsund","Skovbrug",0,0
"Guldborgsund","Kildeblok",0,0
"Guldborgsund","Anker",0,0
"Guldborgsund","Drivvej",0,0
"Guldborgsund","Vandingsanlæg",0,0
"Guldborgsund","Embedsbolig",0,0
"Guldborgsund","Fiskeplads",0,0
"Guldborgsund","Hulbælte",0,0
"Guldborgsund","Grus",0,0
"Guldborgsund","Kirkestald",0,0
"Guldborgsund","Præstegård",0,0
"Guldborgsund","Kloak",0,0
"Guldborgsund","Kystsikring",0,0
"Guldborgsund","Sarkofag",0,0
"Guldborgsund","Kro",0,0
"Guldborgsund","Hørtørringsanlæg",0,0
"Guldborgsund","Afløbsrende",0,0
"Guldborgsund","Bom",0,0
"Guldborgsund","Toldsted",0,0
"Guldborgsund","Gravkapel",0,0
"Guldborgsund","Sti",0,0
"Guldborgsund","Latrin og toilet",0,0
"Guldborgsund","Milepælhøj",0,0
"Guldborgsund","Industrianlæg",0,0
"Guldborgsund","Kaserne",0,0
"Guldborgsund","Saltudvinding",0,0
"Guldborgsund","Pakhus",0,0
"Guldborgsund","Gadekær",0,0
"Guldborgsund","Bedding",0,0
"Guldborgsund","Muret grav",0,0
"Guldborgsund","Mole",0,0
"Guldborgsund","Hestemølle",0,0
"Guldborgsund","Dige (kystsikring)",0,0
"Guldborgsund","Perlefremstilling",0,0
"Guldborgsund","Varmeanlæg",0,0
"Guldborgsund","Fængsel",0,0
"Guldborgsund","Sprøjtehus",0,0
"Guldborgsund","Dige (herregård)",0,0
"Guldborgsund","Skulptur",0,0
"Guldborgsund","Teater",0,0
"Guldborgsund","Majtræ",0,0
"Guldborgsund","Gårdsplads",0,0
"Guldborgsund","Spang",0,0
"Guldborgsund","Luftfartøj",0,0
"Guldborgsund","Søfort",0,0
"Guldborgsund","Tovværk",0,0
"Guldborgsund","Gartneri",0,0
"Guldborgsund","Flådebase/-havn",0,0
"Guldborgsund","Militærdepot",0,0
"Guldborgsund","Fontæne",0,0
"Guldborgsund","Rørledning",0,0
"Guldborgsund","Stenhuggeri",0,0
"Guldborgsund","Anlæg afventer klassifikation",0,0
"Guldborgsund","Pinsebod",0,0
"Guldborgsund","Stademærke",0,0
"Guldborgsund","Jagthytte",0,0
"Guldborgsund","Krypt",0,0
"Guldborgsund","Brunkulsleje",0,0
"Guldborgsund","Gangareal",0,0
"Guldborgsund","Vandpumpe",0,0
"Guldborgsund","Missionshus",0,0
