anlaegsbet,kommunenav,mean_elev,sd
Befæstning,Lolland,2.7775595640953403,0.7419775770130859
Befæstning,Lyngby-Taarbæk,27.42270530991445,9.503464974995499
Befæstning,Middelfart,5.972450746608093,6.481842564067706
Befæstning,Norddjurs,39.54583029977022,17.037991949657123
Befæstning,Nyborg,5.722235537712923,4.244286788971647
Befæstning,Odense,9.86701453924005,2.1770100951556213
Befæstning,Randers,4.009739542856858,3.0177912926614767
Befæstning,Ringkøbing-Skjern,25.13267451431505,19.07643049470876
Befæstning,Roskilde,33.76026885727697,20.924973196422094
Befæstning,Solrød,29.38953853823215,4.162035987532409
Befæstning,Struer,1.7398656330510684,0.3421875915161044
Befæstning,Svendborg,10.996316536364304,6.8885209117285084
Befæstning,Syddjurs,21.780836609506338,14.97626882739361
Befæstning,Thisted,8.914746068421879,8.135912706840605
Befæstning,Tønder,43.20134773187755,7.358375010319895
Befæstning,Vejle,95.57144200102974,18.66355775999631
Befæstning,Viborg,40.338707141526825,0.7807549192864218
Befæstning,Vordingborg,10.711182452074405,2.5656336600440115
Begivenhed,Aabenraa,51.423538160418936,5.117672421948109
Begivenhed,Esbjerg,20.53664645867386,11.475258222092318
Begivenhed,Hedensted,37.24846924629523,31.798062728003597
Begivenhed,Hjørring,11.208482162361161,14.059937748857894
Begivenhed,Morsø,27.139622869467544,6.005100692874167
Begivenhed,Norddjurs,21.636839580624233,16.2262746220215
Begivenhed,Randers,32.521423649126305,6.541074078957038
Begivenhed,Silkeborg,75.46835873962033,4.459582900509245
Begivenhed,Skanderborg,114.85523940291304,14.040730909559043
Begivenhed,Skive,31.103921234519003,1.0441663244105366
Begivenhed,Sønderborg,29.157085387836233,26.4361177684471
Begivenhed,Svendborg,27.84024525972587,38.262243026355144
Begivenhed,Syddjurs,15.407136082810986,18.775308859434524
Begivenhed,Tønder,53.44061654976392,0
"Begravelse, uspec undergruppe",Aabenraa,42.1828577399964,7.748480525127495
"Begravelse, uspec undergruppe",Aalborg,22.86584595748616,13.62754763866969
"Begravelse, uspec undergruppe",Ærø,38.6392052559653,33.10607932139916
"Begravelse, uspec undergruppe",Aarhus,48.45083241917669,24.32573867761951
"Begravelse, uspec undergruppe",Assens,35.58910604428097,39.92345461108198
"Begravelse, uspec undergruppe",Billund,52.731762668636556,15.949582888037355
"Begravelse, uspec undergruppe",Bornholm,53.4424303238224,27.10025378448142
"Begravelse, uspec undergruppe",Brønderslev,40.82391939785879,21.526946409042736
"Begravelse, uspec undergruppe",Egedal,18.811554998739336,7.438133739040694
"Begravelse, uspec undergruppe",Esbjerg,18.139242218133486,8.427664175482429
"Begravelse, uspec undergruppe",Faaborg-Midtfyn,42.1851146488344,35.389123820369484
"Begravelse, uspec undergruppe",Favrskov,62.81461097391565,19.771287788348623
"Begravelse, uspec undergruppe",Fredericia,15.513820187670811,10.022935067091801
"Begravelse, uspec undergruppe",Frederiksberg,5.942868974454862,1.6706339048212877
"Begravelse, uspec undergruppe",Frederikshavn,46.825376596542625,25.589011528965962
"Begravelse, uspec undergruppe",Frederikssund,16.878441842267378,17.545279138733786
"Begravelse, uspec undergruppe",Gribskov,19.254267301802972,10.610734214943351
"Begravelse, uspec undergruppe",Guldborgsund,5.51208744113887,1.8649704538259462
"Begravelse, uspec undergruppe",Haderslev,38.31971139803754,14.307070536091278
"Begravelse, uspec undergruppe",Hedensted,70.90285195725184,20.690188659144642
"Begravelse, uspec undergruppe",Herning,46.75540352798355,9.853005290113227
"Begravelse, uspec undergruppe",Hjørring,35.92169235569741,17.246394901407175
"Begravelse, uspec undergruppe",Høje-Taastrup,24.906435333148835,9.624211046351261
"Begravelse, uspec undergruppe",Holbæk,30.40603826325547,27.585227355832817
"Begravelse, uspec undergruppe",Holstebro,29.73984361107387,15.224071082847352
"Begravelse, uspec undergruppe",Horsens,84.62485186885267,28.04774699654167
"Begravelse, uspec undergruppe",Ikast-Brande,79.16266522703842,20.361935747186727
"Begravelse, uspec undergruppe",Jammerbugt,17.885001488689337,13.829814553190756
"Begravelse, uspec undergruppe",Kalundborg,20.84746647450079,20.407351958522817
"Begravelse, uspec undergruppe",Kerteminde,14.246426007441709,5.613684614873364
"Begravelse, uspec undergruppe",København,5.488132534502362,3.223366452819313
"Begravelse, uspec undergruppe",Køge,16.539777129828483,12.004522285124825
"Begravelse, uspec undergruppe",Kolding,40.80255539399571,16.04196835003746
"Begravelse, uspec undergruppe",Langeland,11.287234651617316,10.489547680652517
"Begravelse, uspec undergruppe",Lejre,34.583196718561965,19.63324630016812
"Begravelse, uspec undergruppe",Lemvig,27.24367023332044,22.667589738062283
"Begravelse, uspec undergruppe",Lolland,13.98640133999808,7.353357604117882
"Begravelse, uspec undergruppe",Mariagerfjord,51.798403414746566,26.928860143854003
"Begravelse, uspec undergruppe",Middelfart,25.149687361698625,12.526757639531947
"Begravelse, uspec undergruppe",Morsø,29.31925409210285,15.03632470123379
"Begravelse, uspec undergruppe",Næstved,21.145482001132613,13.180582664182994
"Begravelse, uspec undergruppe",Norddjurs,25.71563859871515,15.749047292396122
"Begravelse, uspec undergruppe",Nordfyns,21.177898825292655,8.773410255913463
"Begravelse, uspec undergruppe",Nyborg,22.587781137877542,18.725915019114932
"Begravelse, uspec undergruppe",Odder,48.31283773866743,26.283008501888887
"Begravelse, uspec undergruppe",Odense,27.638562361381346,16.70753735929337
"Begravelse, uspec undergruppe",Randers,35.9311957864266,13.62085416692598
"Begravelse, uspec undergruppe",Rebild,45.838283462347306,19.934610994764004
"Begravelse, uspec undergruppe",Ringkøbing-Skjern,28.469763817512735,19.38495808267391
"Begravelse, uspec undergruppe",Ringsted,54.32929195333861,19.003273292133567
"Begravelse, uspec undergruppe",Roskilde,27.303430015011255,8.913186659301127
"Begravelse, uspec undergruppe",Rudersdal,5.712497380161957,8.078691270045814
"Begravelse, uspec undergruppe",Silkeborg,73.96335869669852,21.364447705688928
"Begravelse, uspec undergruppe",Skanderborg,70.61501391464144,18.95559095559785
"Begravelse, uspec undergruppe",Skive,23.446423197830317,12.333440949247418
"Begravelse, uspec undergruppe",Solrød,15.689687117043054,0.5570119649982979
"Begravelse, uspec undergruppe",Sønderborg,16.636441090084045,8.79360443240152
"Begravelse, uspec undergruppe",Sorø,39.248975716324864,9.156177282340247
"Begravelse, uspec undergruppe",Stevns,11.464944159473871,2.9402335286436205
"Begravelse, uspec undergruppe",Struer,29.475007158873865,7.9217953587104954
"Begravelse, uspec undergruppe",Svendborg,33.41092121888231,23.856286656508708
"Begravelse, uspec undergruppe",Syddjurs,29.118945914200314,11.355142612216067
"Begravelse, uspec undergruppe",Tårnby,4.452871062763958,0
"Begravelse, uspec undergruppe",Thisted,28.325198214307136,13.647579162350695
"Begravelse, uspec undergruppe",Tønder,44.083202357679674,14.20346718080644
"Begravelse, uspec undergruppe",Varde,22.562571891699243,10.738468339864545
"Begravelse, uspec undergruppe",Vejen,50.30062604059696,16.51504609752166
"Begravelse, uspec undergruppe",Vejle,73.80861277876934,17.738409111249137
"Begravelse, uspec undergruppe",Vesthimmerlands,29.307180544944885,10.693162814107351
"Begravelse, uspec undergruppe",Viborg,39.41327511346977,18.02241995614066
"Begravelse, uspec undergruppe",Vordingborg,21.805485090471386,15.172065130436597
Begravelsesplads,Aabenraa,47.847307259941054,11.439192593679223
Begravelsesplads,Aalborg,13.019176542728612,8.386009582184931
Begravelsesplads,Aarhus,38.680635104605706,42.80730811941135
Begravelsesplads,Bornholm,66.18913164283457,28.634564408685772
Begravelsesplads,Brøndby,9.167423347838106,3.006886088168001
Begravelsesplads,Brønderslev,21.552801048737976,12.95350882547055
Begravelsesplads,Esbjerg,6.071172334928205,0
Begravelsesplads,Faaborg-Midtfyn,58.14378104964069,21.63507128858768
Begravelsesplads,Favrskov,64.66999604309281,39.55014330351713
Begravelsesplads,Frederiksberg,5.032235165891459,1.0169110399354253
Begravelsesplads,Frederikssund,21.2903842800587,17.39436513752394
Begravelsesplads,Guldborgsund,9.177318404618266,8.373623710270147
Begravelsesplads,Herning,54.82401970303908,16.78251179125046
Begravelsesplads,Horsens,58.06458039838055,19.974709757851073
Begravelsesplads,Kalundborg,10.818966906007883,7.0336954454553124
Begravelsesplads,Kerteminde,6.813543254268833,11.801403095961808
Begravelsesplads,København,5.1226228166795575,2.445664482504841
Begravelsesplads,Køge,21.411858754214666,10.111989496661042
Begravelsesplads,Kolding,47.09054498649182,16.013939682958206
Begravelsesplads,Lejre,42.485883912499474,7.4249991225107825
Begravelsesplads,Mariagerfjord,49.71754169233621,7.405337008915914
Begravelsesplads,Morsø,19.65456024400128,19.906703429098204
Begravelsesplads,Næstved,21.566685322732546,5.106380152167431
Begravelsesplads,Norddjurs,28.229953808823876,11.477594115238642
Begravelsesplads,Nordfyns,28.474404330690394,21.107548332903733
Begravelsesplads,Odense,16.96847648024857,13.178035996087695
Begravelsesplads,Odsherred,56.331591962127575,11.522320138344714
Begravelsesplads,Randers,35.6844150388257,17.163858314800184
Begravelsesplads,Ringkøbing-Skjern,21.02684217282573,29.736445374688707
Begravelsesplads,Roskilde,21.847610953104315,26.72196388815766
Begravelsesplads,Silkeborg,70.90089748384217,1.4327286956251388
Begravelsesplads,Skanderborg,67.97622676482389,4.112158144853818
Begravelsesplads,Slagelse,15.487295179005821,13.065656069098628
Begravelsesplads,Svendborg,28.420891873303788,14.535147700082463
Begravelsesplads,Syddjurs,26.04418827736306,19.080098633257187
Begravelsesplads,Thisted,24.562534594605207,25.646636794752965
Begravelsesplads,Tønder,10.431252703762969,4.146709915972373
Begravelsesplads,Varde,9.043829094911452,7.57751154741792
Begravelsesplads,Vejen,50.422002501672964,19.76862501879775
Begravelsesplads,Vesthimmerlands,30.184310474071648,10.233945559575607
Begravelsesplads,Viborg,35.54728034581202,16.39990221137509
Ben/Horn,Aarhus,1.9810478782935073,0
Ben/Horn,Esbjerg,3.2225171105430355,1.9000464273850473
Ben/Horn,Guldborgsund,15.91221149344836,20.191318068194388
Ben/Horn,Næstved,4.2056665477413215,5.445876116001019
Ben/Horn,Roskilde,41.15092630550842,0.4110310513929916
Ben/Horn,Slagelse,47.86187159172454,1.041804070914921
Ben/Horn,Svendborg,0,0
Benhob,København,5.738985041034261,2.49139819586728
Benhob,Svendborg,79.81680901852917,16.182356181267593
Beskyttelsesanlæg,Aabenraa,60.6670974582838,22.898740191986317
Beskyttelsesanlæg,Aarhus,1.9810478782935073,0
Beskyttelsesanlæg,Billund,66.84831417830046,0.9228658759593884
Beskyttelsesanlæg,Esbjerg,20.75802501428529,5.885898269324468
Beskyttelsesanlæg,Haderslev,53.010989568719154,11.026793132063958
Beskyttelsesanlæg,Kalundborg,5.511116187941099,2.193866593895567
Beskyttelsesanlæg,København,2.878188796600683,3.324736400925969
Beskyttelsesanlæg,Ringkøbing-Skjern,7.853676775351719,3.1052793051317296
Beskyttelsesanlæg,Tønder,39.48263170317213,13.999023493326737
Beskyttelsesanlæg,Vejle,72.18726010813245,1.6306239875548727
Bolværk,Aalborg,4.33095448110522,2.561266235383582
Bolværk,Aarhus,3.2628867760579885,4.605830871419368
Bolværk,Guldborgsund,2.3966527590026754,1.077431602891153
Bolværk,Helsingør,3.881736437073793,0
Bolværk,København,1.0123273029586395,1.524530801066902
Bolværk,Køge,1.684648141192886,0.5964648864928047
Bolværk,Lolland,3.1068502623389236,1.1082847571635686
Bolværk,Mariagerfjord,1.3625591191837787,0
Bolværk,Næstved,9.339861123145864,15.069525813292667
Bolværk,Silkeborg,25.011997478684357,0
Bolværk,Tønder,1.0220975642977026,1.6040583585490367
Bolværk,Vordingborg,8.003380151549923,3.3711950875526853
Borg/Voldsted,Aabenraa,31.736586802994164,13.659321421720799
Borg/Voldsted,Aalborg,5.849082685692785,4.325824913686458
Borg/Voldsted,Ærø,6.698650252407119,8.977831229753107
Borg/Voldsted,Allerød,33.57528833877943,5.396244445485803
Borg/Voldsted,Aarhus,46.601448579079644,28.104320900015104
Borg/Voldsted,Assens,36.97733106037674,25.139171851784226
Borg/Voldsted,Bornholm,68.27638483975937,33.49534205764631
Borg/Voldsted,Brønderslev,9.21179479207069,3.8970182447931068
Borg/Voldsted,Egedal,23.76888932177755,17.598796772026123
Borg/Voldsted,Esbjerg,9.404477258729958,8.526530702476084
Borg/Voldsted,Faaborg-Midtfyn,44.88407954153651,25.55248382924417
Borg/Voldsted,Favrskov,34.73509230978517,31.260996404869307
Borg/Voldsted,Faxe,34.13862485843218,19.74431573677941
Borg/Voldsted,Fredericia,10.092348912738439,11.82124079753154
Borg/Voldsted,Frederikshavn,27.374049136893074,18.484655709492184
Borg/Voldsted,Frederikssund,20.749473639778063,13.174596067639666
Borg/Voldsted,Gribskov,15.142540864950949,17.736020244028424
Borg/Voldsted,Guldborgsund,7.243838410793063,6.5360098752188485
Borg/Voldsted,Haderslev,28.588102756707578,16.896981637391686
Borg/Voldsted,Halsnæs,13.234627758911948,13.99496558256484
Borg/Voldsted,Hedensted,43.09069508808579,27.572849584866077
Borg/Voldsted,Helsingør,14.340321709963685,14.306688691438481
Borg/Voldsted,Herning,40.598736450364115,10.6535481520693
Borg/Voldsted,Hillerød,19.75004556181484,9.553176041282521
Borg/Voldsted,Hjørring,25.33329677555726,14.614823498536241
Borg/Voldsted,Holbæk,23.69352801896814,22.44271147340508
Borg/Voldsted,Holstebro,9.09343283867191,9.92273270457033
